length,true_params_1,true_params_2,true_params_3,mean_estimates_1,mean_estimates_2,mean_estimates_3,rmse_1,rmse_2,rmse_3
250,-0.821,0.9,0.675,-1.11414708683136,0.862576301513112,0.666040187164607,0.598324841134828,0.0738258191463036,0.212486578148196
250,-0.368,0.95,0.26,-0.742796731560944,0.899046977725722,0.295425793966764,0.61272326504511,0.0829205506533429,0.126519231481562
250,-0.1412,0.98,0.0614,-1.0762165608147,0.847524054898071,0.136806263829208,0.991580807931857,0.1403685490552,0.109458388437631
500,-0.821,0.9,0.675,-1.01056823477774,0.876171833678506,0.673136649924138,0.458761678447577,0.0557977685426549,0.163121259798162
500,-0.368,0.95,0.26,-0.594660486860279,0.91929547795299,0.291204286915858,0.415644739461631,0.0560873976519395,0.0965742086906509
500,-0.1412,0.98,0.0614,-1.01912090549052,0.855829709297216,0.15069239690019,0.926754770923752,0.131040059913715,0.108719832160271
1000,-0.821,0.9,0.675,-0.907658725572908,0.888724479625031,0.662415409191948,0.30491698223758,0.0369253415692367,0.132663833330034
1000,-0.368,0.95,0.26,-0.495783710823473,0.932581143340569,0.283072445039937,0.256904396819324,0.0347195810313456,0.0680828279976654
1000,-0.1412,0.98,0.0614,-0.957204790337585,0.864383328678078,0.156069209516739,0.856975820604317,0.121355468615095,0.105014323241868
2000,-0.821,0.9,0.675,-0.866227438834394,0.894149799209875,0.66991696486572,0.22350957811173,0.0269577146205886,0.104506136624276
2000,-0.368,0.95,0.26,-0.463222095325724,0.937306562073332,0.286762279954492,0.185538067547545,0.0235341795359539,0.0542570922760862
2000,-0.1412,0.98,0.0614,-0.932362453116444,0.868016511005027,0.165825973476658,0.820145280330515,0.116053884061691,0.109242748895109
4000,-0.821,0.9,0.675,-0.848936590233813,0.896300546806821,0.669410818706653,0.179097810351193,0.0216526069651846,0.0863752636166212
4000,-0.368,0.95,0.26,-0.445383548712258,0.939476768234279,0.283625123206053,0.126083137089908,0.0170498227494524,0.0389326871350597
4000,-0.1412,0.98,0.0614,-0.917904128146039,0.870034002615063,0.166332493116934,0.794588796724901,0.112481452334167,0.107417978520222
